Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,UIN,Product Name,Date of Approval,Documents,Type Of Product,document_link
4,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIHLGP22086V022122,Rashtriya Swasthya Bima Yojana,02-07-2021,ICIHLGP22086V022122_HEALTH2103.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIHLGP22086V022122_HEALTH2103.pdf/e1476399-7814-4fcb-fcb3-519f7b483829?version=1.1&t=1668843016194&download=true
4,Non-Archived,2021-2022,Future Generali India Insurance Co. Ltd,FGIHLIP22189V032122,Health Total,12-12-2021,Health Total.pdf,Health,https://irdai.gov.in/documents/37343/931203/Health+Total.pdf/1686e404-21d0-da0a-e815-8d1c2e52bc5c?version=1.1&t=1668923517128&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIPAIP22076V042122,Personal Protect Policy,02-07-2021,ICIPAIP22076V042122_HEALTH2113.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIPAIP22076V042122_HEALTH2113.pdf/6e58b076-cd56-27cc-cd4e-57dadaf824ce?version=1.1&t=1668764959984&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIPAIP22091V042122,Personal Care Insurance Policy,02-07-2021,ICIPAIP22091V042122_HEALTH2114.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIPAIP22091V042122_HEALTH2114.pdf/960c696a-d36f-2d92-abe3-26fae0e7bac4?version=1.1&t=1668765008901&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITGBP22080V032122,Ride Safe Travel Insurance,02-07-2021,ICITGBP22080V032122_HEALTH2115.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITGBP22080V032122_HEALTH2115.pdf/ca188d20-654c-3815-2e61-d8a4e17c5503?version=1.1&t=1668765046023&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITGBP22095V032122,Voyager Travel Insurance (Group),02-07-2021,ICITGBP22095V032122_HEALTH2116.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITGBP22095V032122_HEALTH2116.pdf/ca54b292-091f-f55a-b6d7-53cc926b7988?version=1.1&t=1668765137558&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIPAGP22088V042122,Group Safeguard Insurance,02-07-2021,ICIPAGP22088V042122_HEALTH2112.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIPAGP22088V042122_HEALTH2112.pdf/8529c6a8-ea78-1832-47de-20f0e15545a0?version=1.1&t=1668764927017&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITIDP22079V052122,Globetrotter - Overseas Group Travel Insurance,02-07-2021,ICITIDP22079V052122_HEALTH2118.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITIDP22079V052122_HEALTH2118.pdf/e42fedb8-5a94-79e3-7b65-9b212be04b54?version=1.1&t=1668765329578&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITIDP22081V042122,Domestic Travel Insurance,02-07-2021,ICITIDP22081V042122_HEALTH2119.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITIDP22081V042122_HEALTH2119.pdf/63f4fde7-f65d-7df5-43ac-1101ab9a3e09?version=1.1&t=1668765475764&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITIDP22087V032122,Pravasi Bhartiya Bima Yojana,02-07-2021,ICITIDP22087V032122_HEALTH2120.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITIDP22087V032122_HEALTH2120.pdf/7db08278-59d5-71f1-5ad8-9b11191d2e28?version=1.1&t=1668765542154&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITGDP22082V032122,Optional travel insurance for E-ticket passengers,02-07-2021,ICITGDP22082V032122_HEALTH2117.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITGDP22082V032122_HEALTH2117.pdf/50d2c10b-4fa3-9f41-7d4d-e69a6fefd496?version=1.1&t=1668765288462&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIPAGP22085V032122,Janata Personal Accident,02-07-2021,ICIPAGP22085V032122_HEALTH2111.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIPAGP22085V032122_HEALTH2111.pdf/1520bffd-9548-27e6-4e1e-437e57a1ccfc?version=1.1&t=1668764893790&download=true
5,Non-Archived,2021-2022,United India Insurance Co. Ltd.,UIIHLIP22187V032122,Super Top-up Medicare Policy,02-12-2021,Super Top-up Medicare Policy.pdf,Health,https://irdai.gov.in/documents/37343/931203/Super+Top-up+Medicare+Policy.pdf/45ce10e8-35a5-cfbb-07a0-999b58a40260?version=1.1&t=1668755028527&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIHMGP22089V032122,Group Safeguard Micro Insurance,02-07-2021,ICIHMGP22089V032122_HEALTH2109.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIHMGP22089V032122_HEALTH2109.pdf/8f14e30c-00c7-6717-63f3-4f9eeab19e27?version=1.1&t=1668755506519&download=true
5,Non-Archived,2021-2022,Tata AIG General Insurance Co. Ltd.,TATHLGP21004V032122,Group Credit Secure Plus,07-04-2021,Group Credit Secure Plus.pdf,Health,https://irdai.gov.in/documents/37343/931203/Group+Credit+Secure+Plus.pdf/0bd77424-b8b6-49a5-2eb4-8805f418ec14?version=1.1&t=1668754693119&download=true
5,Non-Archived,2021-2022,Tata AIG General Insuarance Co Ltd,TATHLIP22176V012122,Tata AIG Criti- Medicare,03-11-2021,Tata AIG Criti- Medicare.pdf,Health,https://irdai.gov.in/documents/37343/931203/Tata+AIG+Criti-+Medicare.pdf/58dddaeb-573c-074d-5891-3c809f2556e6?version=1.1&t=1668754767821&download=true
5,Non-Archived,2021-2022,United India Insurance Co. Ltd.,UIIHLGP22150V032122,Maha Bank Swasthya Yojana (Group Health Insurance Scheme),24-08-2021,Maha Bank Swasthya Yojana (Group Health Insurance Scheme).pdf,Health,https://irdai.gov.in/documents/37343/931203/Maha+Bank+Swasthya+Yojana+%28Group+Health+Insurance+Scheme%29.pdf/c3209c0e-0de0-0485-1edd-d3f7d255518b?version=1.1&t=1668754821978&download=true
5,Non-Archived,2021-2022,United India Insurance Co. Ltd.,UIIHLIP22180V042122,Individual Health Insurance Policy - Platinum / Gold / Senior Citizen,12-11-2021,Family Medicare Policy.pdf,Health,https://irdai.gov.in/documents/37343/931203/Family+Medicare+Policy.pdf/891ed605-d97f-f8a7-c535-11249898eb05?version=1.1&t=1668754871496&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIPAGP22077V062122,Group Personal Accident,02-07-2021,ICIPAGP22077V062122_HEALTH2110.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIPAGP22077V062122_HEALTH2110.pdf/9b89efb8-b073-17b2-3470-80670c2d07b2?version=1.1&t=1668755551663&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIHLIP22096V062122,ICICI LOMBARD COMPLETE HEALTH INSURANCE,02-07-2021,ICIHLIP22096V062122_HEALTH2106.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIHLIP22096V062122_HEALTH2106.pdf/6c9576c3-390b-6248-02c8-9948deaadafa?version=1.1&t=1668843201917&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIHLIP22100V032122,Health Booster,06-07-2021,ICIHLIP22100V032122_HEALTH2107.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICIHLIP22100V032122_HEALTH2107.pdf/cabf902d-a743-cc58-f6ce-643fde937bda?version=1.1&t=1668843260784&download=true
5,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICIHLIP22131V012122,Criti Shield Plus,28-07-2021,ICIHLIP22131V012122_HEALTH2108.pdf,New,https://irdai.gov.in/documents/37343/931203/ICIHLIP22131V012122_HEALTH2108.pdf/77aad9fd-413b-ed25-dc17-9890b0528c72?version=1.1&t=1668755447141&download=true
6,Non-Archived,2021-2022,Care Health Insurance Co. Ltd,CHIPAGP22044V012122,Group Saral Suraksha Bima-Care Health Insurance,04-06-2021,CHIPAGP22044V012122_HEALTH2004.pdf,Group,https://irdai.gov.in/documents/37343/931203/CHIPAGP22044V012122_HEALTH2004.pdf/ae7420d3-be67-0a51-7600-73c04445568a?version=1.1&t=1668843645557&download=true
6,Non-Archived,2021-2022,Bajaj Allianz General Insurance Co. Ltd.,BAJHLIP22024V032122,Family Care,27-05-2021,BAJHLIP22024V032122_HEALTH2003.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP22024V032122_HEALTH2003.pdf/3a731570-ef1e-4e72-c816-9cc50a42b658?version=1.1&t=1668843530403&download=true
6,Non-Archived,2021-2022,Bajaj Allianz General Insurance Co. Ltd.,BAJHLIP22019V022122,M Care,19-05-2021,BAJHLIP22019V022122_HEALTH2002.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP22019V022122_HEALTH2002.pdf/14747491-6bac-bc1b-8612-1f340e4b8760?version=1.1&t=1668843444730&download=true
6,Non-Archived,2021-2022,Bajaj Allianz General Insurance Co. Ltd.,BAJHLGP22020V022122,M Care (Group),19-05-2021,BAJHLGP22020V022122_HEALTH2001.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLGP22020V022122_HEALTH2001.pdf/5855ce14-f081-f968-f643-4688b5933518?version=1.1&t=1668843371876&download=true
6,Non-Archived,2021-2022,Aditya Birla Health Insurance Co. Ltd.,ADIHLGP22023V032122,Group Protect,27-05-2021,ADIHLGP22023V032122_HEALTH2000.pdf,Group,https://irdai.gov.in/documents/37343/931203/ADIHLGP22023V032122_HEALTH2000.pdf/a6108e2f-356f-3d96-cf64-c0752a8f61d4?version=1.1&t=1668843316921&download=true
6,Non-Archived,2021-2022,Niva Bupa Health Insurance co ltd,NBHHLIP22152V012122,"Corona Kavach Policy, Niva Bupa Health Insurance Co. Ltd.",24-08-2021,NBHHLIP22152V012122_HEALTH2135.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NBHHLIP22152V012122_HEALTH2135.pdf/3ba2ec6e-e679-02cb-c1c1-07a1f121c163?version=1.1&t=1668766723171&download=true
6,Non-Archived,2021-2022,Niva Bupa Health Insurance co ltd,NBHHLGP22157V032122,Health Plus,03-09-2021,NBHHLGP22157V032122_HEALTH2133.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NBHHLGP22157V032122_HEALTH2133.pdf/d42b6618-5599-a23f-d15b-fba3b8f248cd?version=1.1&t=1668766547385&download=true
6,Non-Archived,2021-2022,Niva Bupa Health Insurance co ltd,NBHHLGP22154V012122,"Group Corona Kavach Policy, Niva Bupa Health Insurance Co. Ltd.",24-08-2021,NBHHLGP22154V012122_HEALTH2132.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NBHHLGP22154V012122_HEALTH2132.pdf/a4e9313b-1067-a8ab-7033-a9c4b0f70d67?version=1.1&t=1668766472893&download=true
6,Non-Archived,2021-2022,Navi General Insurance Ltd.,NAVHLIP22133V012122,Navi Health,28-07-2021,NAVHLIP22133V012122_HEALTH2130.pdf,Retail,https://irdai.gov.in/documents/37343/931203/NAVHLIP22133V012122_HEALTH2130.pdf/159064ee-8a78-190f-c16f-b1475dda7c8b?version=1.1&t=1668766291039&download=true
6,Non-Archived,2021-2022,Niva Bupa Health Insurance co ltd,NBHHLIP22151V012122,"Arogya Sanjeevani, Niva Bupa Health Insurance Co. Ltd.",24-08-2021,NBHHLIP22151V012122_HEALTH2134.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NBHHLIP22151V012122_HEALTH2134.pdf/ddc465e4-2012-c8bf-c582-7463e0c75c74?version=1.1&t=1668766621195&download=true
6,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITIOP22078V042122,Overseas Group Travel Insurance,02-07-2021,ICITIOP22078V042122_HEALTH2121.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITIOP22078V042122_HEALTH2121.pdf/03b930c9-9427-6066-d287-c718089b64bd?version=1.1&t=1668765577659&download=true
6,Non-Archived,2021-2022,Liberty General Insurance Ltd.,LIBTIDP22097V012122,"Bharat Yatra Suraksha, Liberty General Insurance Ltd.",05-07-2021,LIBTIDP22097V012122_HEALTH2129.pdf,Retail,https://irdai.gov.in/documents/37343/931203/LIBTIDP22097V012122_HEALTH2129.pdf/d6e9783f-4a46-ee10-76ae-ddc20f02c1bc?version=1.1&t=1668766216993&download=true
6,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITIOP22093V032122,International Travel Insurance,02-07-2021,ICITIOP22093V032122_HEALTH2122.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITIOP22093V032122_HEALTH2122.pdf/5ebb7767-1c8c-97eb-60d0-e68d7b228e6a?version=1.1&t=1668765654173&download=true
6,Non-Archived,2021-2022,ICICI Lombard GI Co. Ltd.,ICITIOP22094V022122,Globetrotter - Overseas Individual Student Travel Insurance,02-07-2021,ICITIOP22094V022122_HEALTH2123.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ICITIOP22094V022122_HEALTH2123.pdf/47bedfb2-a527-ce34-857a-67fc2a092cfe?version=1.1&t=1668765746508&download=true
6,Non-Archived,2021-2022,Kotak Mahindra General Insurance Company Ltd.,KOTHLGP22099V042122,Kotak Group Secure Shield,06-07-2021,KOTHLGP22099V042122_HEALTH2124.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHLGP22099V042122_HEALTH2124.pdf/ded4c153-ddbc-c385-d430-cc606a33b4b3?version=1.1&t=1668765825697&download=true
6,Non-Archived,2021-2022,Niva Bupa Health Insurance co ltd,NBHHLGP22117V012122,Swasthya Suraksha,15-07-2021,NBHHLGP22117V012122_HEALTH2131.pdf,Group,https://irdai.gov.in/documents/37343/931203/NBHHLGP22117V012122_HEALTH2131.pdf/7bfbb11e-07eb-3ded-3b4d-dacb762be1b0?version=1.1&t=1668766390767&download=true
6,Non-Archived,2021-2022,Kotak Mahindra General Insurance Company Ltd.,KOTPAGP22075V022122,Kotak Group Accident Protect,02-07-2021,KOTPAGP22075V022122_HEALTH2126.pdf,Group,https://irdai.gov.in/documents/37343/931203/KOTPAGP22075V022122_HEALTH2126.pdf/786d6950-d430-c3fe-bf1e-72cda345e8fb?version=1.1&t=1668765994262&download=true
6,Non-Archived,2021-2022,Kotak Mahindra General Insurance Company Ltd.,KOTPMGP22116V022122,Kotak Group Accident Protect - Micro Insurance,15-07-2021,KOTPMGP22116V022122_HEALTH2127.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTPMGP22116V022122_HEALTH2127.pdf/19ab4676-8dd8-aed5-8ca5-e6bbc124831c?version=1.1&t=1668766063237&download=true
6,Non-Archived,2021-2022,Liberty General Insurance Ltd.,LIBTGDP22098V012122,"Bharat Yatra Suraksha Group, Liberty General Insurance Ltd.",05-07-2021,LIBTGDP22098V012122_HEALTH2128.pdf,Group,https://irdai.gov.in/documents/37343/931203/LIBTGDP22098V012122_HEALTH2128.pdf/e47a7b03-7c43-9ed2-1824-dca0804d2c1a?version=1.1&t=1668766141012&download=true
6,Non-Archived,2021-2022,Kotak Mahindra General Insurance Company Ltd.,KOTHMGP22115V022122,Kotak Group Secure Shield - Micro Insurance,15-07-2021,KOTHMGP22115V022122_HEALTH2125.pdf,Revision,https://irdai.gov.in/documents/37343/931203/KOTHMGP22115V022122_HEALTH2125.pdf/e415de05-8dca-7771-c804-7609a916ee99?version=1.1&t=1668765919508&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFTIOP22056V022122,Travel Insurance,17-06-2021,HDFTIOP22056V022122_HEALTH2024.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFTIOP22056V022122_HEALTH2024.pdf/b7661a04-e581-5e0c-f753-d1910f817e3e?version=1.1&t=1668849282307&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFTIOP22055V022122,Educare,17-06-2021,HDFTIOP22055V022122_HEALTH2023.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFTIOP22055V022122_HEALTH2023.pdf/6ba8b7e3-e0c0-7638-61fe-51cdbcf39643?version=1.1&t=1668849206089&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFTIOP22052V022122,Student Suraksha- Student Overseas Travel,17-06-2021,HDFTIOP22052V022122_HEALTH2022.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFTIOP22052V022122_HEALTH2022.pdf/e915db20-1788-21d1-88ef-416bc67fb22c?version=1.1&t=1668849144403&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFTIOP22051V022122,Easy Travel,17-06-2021,HDFTIOP22051V022122_HEALTH2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFTIOP22051V022122_HEALTH2021.pdf/a72d8be7-5023-9e1a-8ebd-995f9d39a83f?version=1.1&t=1668849072216&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFTGOP22054V022122,Group Travel Insurance,17-06-2021,HDFTGOP22054V022122_HEALTH2020.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFTGOP22054V022122_HEALTH2020.pdf/5f557d20-a14f-d28b-956b-0c777f9e6756?version=1.1&t=1668845482554&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFTGOP22053V022122,Group Easy Travel Senior,17-06-2021,HDFTGOP22053V022122_HEALTH2019.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFTGOP22053V022122_HEALTH2019.pdf/0cab04a2-0083-bdef-9635-de09f9114326?version=1.1&t=1668845419752&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFTGOP22050V022122,Easy Travel Group Travel Health,17-06-2021,HDFTGOP22050V022122_HEALTH2018.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFTGOP22050V022122_HEALTH2018.pdf/d48c9a05-77d0-fcf3-566a-2087fe7cbcaa?version=1.1&t=1668845354005&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFPAIP21624V012021,"Saral Suraksha Bima, HDFC ERGO",30-03-2021,HDFPAIP21624V012021_HEALTH2017.pdf,Individual,https://irdai.gov.in/documents/37343/931203/HDFPAIP21624V012021_HEALTH2017.pdf/97f87702-a713-3ee3-1dc7-68ff30372c5f?version=1.1&t=1668845298399&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFHLIP22021V042122,my: health medisure Super Topup,19-05-2021,HDFHLIP22021V042122_HEALTH2016.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFHLIP22021V042122_HEALTH2016.pdf/cf850b83-268e-cffe-962c-9fdcedbd7d59?version=1.1&t=1668845231281&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFHLIP21016V012122,my: Optima Secure,12-05-2021,HDFHLIP21016V012122_HEALTH2015.pdf,Individual,https://irdai.gov.in/documents/37343/931203/HDFHLIP21016V012122_HEALTH2015.pdf/4fbd60f7-de9c-ab82-13ff-1d71b1458e4a?version=1.1&t=1668845173038&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFHLIP21005V022122,my: Sampoorna Suraksha,04-07-2021,HDFHLIP21005V022122_HEALTH2014.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFHLIP21005V022122_HEALTH2014.pdf/04196f2d-ac06-398a-d74d-f4b32098b86b?version=1.1&t=1668845105146&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFHLGP21002V022122,Sarv Suraksha Plus (Group),01-04-2021,HDFHLGP21002V022122_HEALTH2012.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFHLGP21002V022122_HEALTH2012.pdf/3d95f066-bf7c-cc33-6375-2ebdd8afaa1d?version=1.1&t=1668844972889&download=true
7,Non-Archived,2021-2022,Cholamandalam MS General Insurance Co. Ltd.,CHOHLGP22025V012122,Chola Mashak (Mosquito) Rakshak-Group,28-05-2021,CHOHLGP22025V012122_HEALTH2005.pdf,Group,https://irdai.gov.in/documents/37343/931203/CHOHLGP22025V012122_HEALTH2005.pdf/9cf74078-9eac-a622-0378-4d95e649aa21?version=1.1&t=1668844482447&download=true
7,Non-Archived,2021-2022,Cholamandalam MS General Insurance Co. Ltd,CHOHLIP21017V012122,Flexi Max Protect,13-05-2021,CHOHLIP21017V012122_HEALTH2006.pdf,Individual,https://irdai.gov.in/documents/37343/931203/CHOHLIP21017V012122_HEALTH2006.pdf/667395b6-8bf5-65bc-f45b-bf59fe960317?version=1.1&t=1668844552790&download=true
7,Non-Archived,2021-2022,Cholamandalam MS General Insurance Co. Ltd.,CHOPAGP22042V012122,"Saral Suraksha Bima-Group, chola",02-06-2021,CHOPAGP22042V012122_HEALTH2007.pdf,Group,https://irdai.gov.in/documents/37343/931203/CHOPAGP22042V012122_HEALTH2007.pdf/fd15a35e-4a57-9bd1-8730-51c93e66abf5?version=1.1&t=1668844612658&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFHLGP22022V032122,Mosquito Disease Protection Policy – Group,25-05-2021,HDFHLGP22022V032122_HEALTH2013.pdf,Group,https://irdai.gov.in/documents/37343/931203/HDFHLGP22022V032122_HEALTH2013.pdf/ec5bd8c9-9c8c-c606-e297-82ffc0bce07d?version=1.1&t=1668845032837&download=true
7,Non-Archived,2021-2022,Future Generali India Insurance Company Limited.,FGIHLGP22014V022122,Future Vector Care (Group),23-04-2021,FGIHLGP22014V022122_HEALTH2009.pdf,Revision,https://irdai.gov.in/documents/37343/931203/FGIHLGP22014V022122_HEALTH2009.pdf/d59bf8f2-8ecb-d977-7871-69552e817586?version=1.1&t=1668844793643&download=true
7,Non-Archived,2021-2022,Future Generali India Insurance Company Limited.,FGIHLIP22013V022122,Future Vector Care,23-04-2021,FGIHLIP22013V022122_HEALTH2010.pdf,Revision,https://irdai.gov.in/documents/37343/931203/FGIHLIP22013V022122_HEALTH2010.pdf/eb59710a-c518-f97c-7c41-c55f7528a8b5?version=1.1&t=1668844852095&download=true
7,Non-Archived,2021-2022,HDFC ERGO General Insurance Co. Ltd.,HDFHLGP21001V032122,Home Credit Assure Package Insurance,01-04-2021,HDFHLGP21001V032122_HEALTH2011.pdf,Revision,https://irdai.gov.in/documents/37343/931203/HDFHLGP21001V032122_HEALTH2011.pdf/8193af71-1904-a903-33f2-b2ceb88535d5?version=1.1&t=1668844909331&download=true
7,Non-Archived,2021-2022,Edelweiss General Insurance Co. Ltd.,EDLHLIP21012V012122,Edelweiss HealthPlus Policy,21-04-2021,EDLHLIP21012V012122_HEALTH2008.pdf,Individual,https://irdai.gov.in/documents/37343/931203/EDLHLIP21012V012122_HEALTH2008.pdf/a1dc22a0-a079-26ea-43a6-8b666ced26a9?version=1.1&t=1668844676012&download=true
8,Non-Archived,2021-2022,The Oriental  Insurance Co. Limited,OICHLGP22026V012122,Oriental Insurance Bank Saathi Policy- Group,28-05-2021,OICHLGP22026V012122_HEALTH2044.pdf,Group,https://irdai.gov.in/documents/37343/931203/OICHLGP22026V012122_HEALTH2044.pdf/a602ca95-6062-e332-18a6-1da1abe2ee1c?version=1.1&t=1668768669060&download=true
