Page Number,Archive / Non Archive,S.no,Financial Year,Name of the Insurer,Product Name,Type Of Product,UIN,Date of Approval,Documents,document_link
84,Non-Archived,GEN3339,2019-2020,ICICI LOMBARD General Insurance Company Limited,Consumable Items,Add on,IRDAN115RP0001V01201920/A0008V01201920,29-08-2019,IRDAN115RP0001V01201920A0008V01201920_GEN3339.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0001V01201920A0008V01201920_GEN3339.pdf/258414e9-2620-44f6-2e5d-172e0a00f40a?version=1.1&t=1668331625409&download=true
84,Non-Archived,GEN3346,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Depreciation Waiver for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0003V01201920,29-09-2019,IRDAN106RP0001V01201920A0003V01201920_GEN3346.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0003V01201920_GEN3346.pdf/3c5aa6dd-f3ab-1512-a5c1-7cc1bce6e1d2?version=1.1&t=1668332469711&download=true
84,Non-Archived,GEN3329,2019-2020,HDFC ERGO General Insurance Company Limited,Emergency Medical Expenses,Add on,IRDAN125RP0002V01201920/A0025V01201920,22-08-2019,IRDAN125RP0002V01201920A0025V01201920_GEN3329.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN125RP0002V01201920A0025V01201920_GEN3329.pdf/855963f1-d6fe-384f-3d89-65f9ab34b061?version=1.1&t=1668330282285&download=true
84,Non-Archived,GEN3341,2019-2020,ICICI LOMBARD General Insurance Company Limited,Key Protect,Add on,IRDAN115RP0001V01201920/A0010V01201920,29-08-2019,IRDAN115RP0001V01201920A0010V01201920_GEN3341.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0001V01201920A0010V01201920_GEN3341.pdf/6e493f47-8db8-2acf-a232-c531d4b191ac?version=1.1&t=1668331816697&download=true
84,Non-Archived,GEN3328,2019-2020,HDFC ERGO General Insurance Company Limited,Multi Vehicle Discount,Add on,IRDAN125RP0001V01201920/A0004V01201920,22-08-2019,IRDAN125RP0001V01201920A0004V01201920_GEN3328.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN125RP0001V01201920A0004V01201920_GEN3328.pdf/83ed3fc5-d208-80f1-0ebd-0ca8eb15d3dd?version=1.1&t=1668330187275&download=true
84,Non-Archived,GEN3347,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Accomodation And Travelling Expenses for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0023V01201920,29-09-2019,IRDAN106RP0002V01201920A0023V01201920_GEN3347.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0023V01201920_GEN3347.pdf/950ffbe4-703b-e675-116e-d6140e4bdf66?version=1.1&t=1668332611613&download=true
84,Non-Archived,GEN3342,2019-2020,ICICI LOMBARD General Insurance Company Limited,Loss of Personal Belongings,Add on,IRDAN115RP0001V01201920/A0011V01201920,29-08-2019,IRDAN115RP0001V01201920A0011V01201920_GEN3342.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0001V01201920A0011V01201920_GEN3342.pdf/c9e89526-425e-afa6-ab5f-4cdbc29b98b3?version=1.1&t=1668331907869&download=true
84,Non-Archived,GEN3335,2019-2020,ICICI LOMBARD General Insurance Company Limited,Road Side Assistance,Add on,IRDAN115RP0002V01201920/A0005V01201920,29-08-2019,IRDAN115RP0002V01201920A0005V01201920_GEN3335.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN115RP0002V01201920A0005V01201920_GEN3335.pdf/e8496879-cc9f-17cf-c0cb-7792ff3ab49f?version=1.1&t=1668331174781&download=true
84,Non-Archived,GEN3345,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Stand Alone Motor Own Damage for Two Wheeler,Main product,IRDAN106RP0001V01201920,29-09-2019,IRDAN106RP0001V01201920_GEN3345.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920_GEN3345.pdf/c74fae6f-2caa-1556-b39e-7888740fe11c?version=1.1&t=1668332233169&download=true
84,Non-Archived,GEN3344,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Stand Alone Motor Own Damage for Private Car,Main product,IRDAN106RP0002V01201920,29-09-2019,IRDAN106RP0002V01201920_GEN3344.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920_GEN3344.pdf/5e2fabca-2f8e-25f0-765a-ff6bdbb5cb44?version=1.1&t=1668332137944&download=true
85,Non-Archived,GEN3360,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Wreckage/Debris Removal Cost for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0010V01201920,29-09-2019,IRDAN106RP0001V01201920A0010V01201920_GEN3360.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0010V01201920_GEN3360.pdf/d8121a70-d5b0-0862-bb4a-62c4785cdcc5?version=1.1&t=1668333729620&download=true
85,Non-Archived,GEN3363,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Medical Expenses for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0007V01201920,29-09-2019,IRDAN106RP0001V01201920A0007V01201920_GEN3363.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0007V01201920_GEN3363.pdf/6dd731ba-5e6a-a8da-50bd-ff2d2c66b64c?version=1.1&t=1668333966772&download=true
85,Non-Archived,GEN3357,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Depreciation Waiver for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0014V01201920,29-09-2019,IRDAN106RP0002V01201920A0014V01201920_GEN3357.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0014V01201920_GEN3357.pdf/c70a6135-ca14-2fa8-06d6-af28f0555ac2?version=1.1&t=1668333477454&download=true
85,Non-Archived,GEN3366,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,New Vehicle Replacement for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0004V01201920,29-09-2019,IRDAN106RP0001V01201920A0004V01201920_GEN3366.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0004V01201920_GEN3366.pdf/6d96e090-ebf2-bf56-435e-9031bf6e621e?version=1.1&t=1668334241267&download=true
85,Non-Archived,GEN3367,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,"Transport, Redelivery Or Repatriation Of Repaired Vehicle for Stand-Alone Motor OD Two Wheeler",Add on,IRDAN106RP0001V01201920/A0013V01201920,29-09-2019,IRDAN106RP0001V01201920A0013V01201920_GEN3367.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0013V01201920_GEN3367.pdf/34dc0fc6-43f1-4d6c-d35a-b58793f52b8f?version=1.1&t=1668334331668&download=true
85,Non-Archived,GEN3361,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,No Claim Bonus (NCB) Protection for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0009V01201920,29-09-2019,IRDAN106RP0001V01201920A0009V01201920_GEN3361.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0009V01201920_GEN3361.pdf/9f07078f-2a5f-571a-6b01-9a06289c3b2b?version=1.1&t=1668333806183&download=true
85,Non-Archived,GEN3356,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,"Transport, Redelivery Or Repatriation Of Repaired Vehicle for Stand-Alone Motor OD Private Car",Add on,IRDAN106RP0002V01201920/A0024V01201920,29-09-2019,IRDAN106RP0002V01201920A0024V01201920_GEN3356.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0024V01201920_GEN3356.pdf/36dea735-7dad-bca4-d66f-f50a37a2b647?version=1.1&t=1668333398715&download=true
85,Non-Archived,GEN3362,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Personal Accident Coverage for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0008V01201920,29-09-2019,IRDAN106RP0001V01201920A0008V01201920_GEN3362.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0008V01201920_GEN3362.pdf/64327b64-7145-2b33-efcf-5cc27fe85284?version=1.1&t=1668333877040&download=true
85,Non-Archived,GEN3358,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Accomodation And Travelling Expenses for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0012V01201920,29-09-2019,IRDAN106RP0001V01201920A0012V01201920_GEN3358.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0012V01201920_GEN3358.pdf/667aca9c-ff66-0d39-9d87-ee00477e1790?version=1.1&t=1668333565046&download=true
85,Non-Archived,GEN3359,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Towing And/Or Removal/Storage Of The Insured Vehicle for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0011V01201920,29-09-2019,IRDAN106RP0001V01201920A0011V01201920_GEN3359.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0011V01201920_GEN3359.pdf/ada6cf84-0c25-1c0d-0d09-c67439749a56?version=1.1&t=1668333657146&download=true
85,Non-Archived,GEN3348,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Towing And/Or Removal/Storage Of The Insured Vehicle for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0022V01201920,29-09-2019,IRDAN106RP0002V01201920A0022V01201920_GEN3348.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0022V01201920_GEN3348.pdf/43536b12-5aa5-d381-fad1-4774c8945ec3?version=1.1&t=1668332702186&download=true
85,Non-Archived,GEN3354,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Daily Rental/Travel Cost for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0016V01201920,29-09-2019,IRDAN106RP0002V01201920A0016V01201920_GEN3354.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0016V01201920_GEN3354.pdf/b0f37adb-9b46-8e59-15e3-b74745dd6edd?version=1.1&t=1668333218219&download=true
85,Non-Archived,GEN3353,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Personal Effect And Belongings for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0017V01201920,29-09-2019,IRDAN106RP0002V01201920A0017V01201920_GEN3353.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0017V01201920_GEN3353.pdf/61adc884-f6c1-2fef-53d4-f5624793f644?version=1.1&t=1668333139972&download=true
85,Non-Archived,GEN3355,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,New Vehicle Replacement for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0015V01201920,29-09-2019,IRDAN106RP0002V01201920A0015V01201920_GEN3355.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0015V01201920_GEN3355.pdf/db1e967d-d0c0-bfaa-a411-102e453ee87c?version=1.1&t=1668333320942&download=true
85,Non-Archived,GEN3351,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Personal Accident Coverage for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0019V01201920,29-09-2019,IRDAN106RP0002V01201920A0019V01201920_GEN3351.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0019V01201920_GEN3351.pdf/64b99de7-c2d7-1032-3b97-3eb2c4f5cf48?version=1.1&t=1668332941337&download=true
85,Non-Archived,GEN3365,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Daily Rental/Travel Cost for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0005V01201920,29-09-2019,IRDAN106RP0001V01201920A0005V01201920_GEN3365.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0005V01201920_GEN3365.pdf/e4b489ef-03c6-f835-7490-7d459018532f?version=1.1&t=1668334150660&download=true
85,Non-Archived,GEN3364,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Personal Effect And Belongings for Stand-Alone Motor OD Two Wheeler,Add on,IRDAN106RP0001V01201920/A0006V01201920,29-09-2019,IRDAN106RP0001V01201920A0006V01201920_GEN3364.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0001V01201920A0006V01201920_GEN3364.pdf/5f86aa15-1680-99da-7ab0-4c335a6b8cde?version=1.1&t=1668334066835&download=true
85,Non-Archived,GEN3352,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Medical Expenses for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0018V01201920,29-09-2019,IRDAN106RP0002V01201920A0018V01201920_GEN3352.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0018V01201920_GEN3352.pdf/369212b1-a59a-00ef-0245-cb6c06451200?version=1.1&t=1668333019009&download=true
85,Non-Archived,GEN3350,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,No Claim Bonus (NCB) Protection for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0020V01201920,29-09-2019,IRDAN106RP0002V01201920A0020V01201920_GEN3350.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0020V01201920_GEN3350.pdf/04888a33-019f-b723-7aaf-22a190c5c694?version=1.1&t=1668332867363&download=true
85,Non-Archived,GEN3349,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,Wreckage/Debris Removal Cost for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0021V01201920,29-09-2019,IRDAN106RP0002V01201920A0021V01201920_GEN3349.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0021V01201920_GEN3349.pdf/f2544489-1096-828a-e948-254889afbeb0?version=1.1&t=1668332795310&download=true
86,Non-Archived,GEN3379,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Additional PA Cover for Owner Driver,Add on,IRDAN152RP0008V02201516/A0036V01201920,30-01-2020,IRDAN152RP0008V02201516A0036V01201920_GEN3379.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0036V01201920_GEN3379.pdf/d7acf746-bb02-b484-048c-a63e3ad55a2f?version=1.1&t=1668335452445&download=true
86,Non-Archived,GEN3375,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Return to Invoice,Add on,IRDAN152RP0008V02201516/A0032V01201920,30-01-2020,IRDAN152RP0008V02201516A0032V01201920_GEN3375.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0032V01201920_GEN3375.pdf/d1d092f1-9712-1f89-44c1-d1b15f1f6e8b?version=1.1&t=1668335083927&download=true
86,Non-Archived,GEN3383,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Loss of Income,Add on,IRDAN152RP0008V02201516/A0040V01201920,30-01-2020,IRDAN152RP0008V02201516A0040V01201920_GEN3383.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0040V01201920_GEN3383.pdf/8a080f75-9a9a-65bc-31a3-198e4212eb60?version=1.1&t=1668335941280&download=true
86,Non-Archived,GEN3374,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Engine Protect,Add on,IRDAN152RP0008V02201516/A0031V01201920,30-01-2020,IRDAN152RP0008V02201516A0031V01201920_GEN3374.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0031V01201920_GEN3374.pdf/3b6e6764-2979-c8e9-6cf4-57f4fad9209b?version=1.1&t=1668334994030&download=true
86,Non-Archived,GEN3371,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Compulsory Personal Accident (Owner-Driver) under Motor Insurance Policies,Main product,IRDAN152RP0038V02201819,16-01-2019,IRDAN152RP0038V02201819_GEN3371.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0038V02201819_GEN3371.pdf/b7759225-adb0-6055-ecbf-fc1a94af8b4c?version=1.1&t=1668334673773&download=true
86,Non-Archived,GEN3382,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Additional Towing charges,Add on,IRDAN152RP0008V02201516/A0039V01201920,30-01-2020,IRDAN152RP0008V02201516A0039V01201920_GEN3382.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0039V01201920_GEN3382.pdf/fb6ef78b-6236-9c7e-a4d1-bc1b7d269c26?version=1.1&t=1668335810529&download=true
86,Non-Archived,GEN3380,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Hospital Cash Benefit,Add on,IRDAN152RP0008V02201516/A0037V01201920,30-01-2020,IRDAN152RP0008V02201516A0037V01201920_GEN3380.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0037V01201920_GEN3380.pdf/7beb1ee0-ea5c-29c0-e2eb-e19f78c2165a?version=1.1&t=1668335562448&download=true
86,Non-Archived,GEN3369,2019-2020,Kotak Mahindra General Insurance Company Limited,Liability Only (Private Car) – 3 years,Main product,IRDAN152RP0006V02201819,15-10-2018,IRDAN152RP0006V02201819_GEN3369.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V02201819_GEN3369.pdf/e292d2b9-88f1-c2ba-f5ff-4dda12f17dcb?version=1.1&t=1668334505310&download=true
86,Non-Archived,GEN3372,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Depreciation Cover,Add on,IRDAN152RP0008V02201516/A0029V01201920,30-01-2020,IRDAN152RP0008V02201516A0029V01201920_GEN3372.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0029V01201920_GEN3372.pdf/ef24e962-efa9-7412-91db-71fb5a6ffce4?version=1.1&t=1668334764717&download=true
86,Non-Archived,GEN3370,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Car Secure – Bundled - Motor Package,Main product,IRDAN152RP0010V02201819,17-10-2018,IRDAN152RP0010V02201819_GEN3370.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0010V02201819_GEN3370.pdf/d8e8b90f-a28f-c2c3-bfcb-32f7642cae03?version=1.1&t=1668334596747&download=true
86,Non-Archived,GEN3376,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Road Side Assistance,Add on,IRDAN152RP0008V02201516/A0033V01201920,30-01-2020,IRDAN152RP0008V02201516A0033V01201920_GEN3376.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0033V01201920_GEN3376.pdf/841dd123-f1e8-0d69-2cdf-cd7f1e48787c?version=1.1&t=1668335163460&download=true
86,Non-Archived,GEN3368,2019-2020,IFFCO-TOKIO General Insurance Co. Ltd.,On-Road Protector Coverage for Stand-Alone Motor OD Private Car,Add on,IRDAN106RP0002V01201920/A0025V01201920,29-09-2019,IRDAN106RP0002V01201920A0025V01201920_GEN3368.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN106RP0002V01201920A0025V01201920_GEN3368.pdf/37eacf30-b1a0-9ee6-f771-8883559bcb29?version=1.1&t=1668334417527&download=true
86,Non-Archived,GEN3373,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Consumables Cover,Add on,IRDAN152RP0008V02201516/A0030V01201920,30-01-2020,IRDAN152RP0008V02201516A0030V01201920_GEN3373.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0030V01201920_GEN3373.pdf/e4cf9c93-689c-aff2-6552-81d1145a032f?version=1.1&t=1668334884125&download=true
86,Non-Archived,GEN3377,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - Key Replacement,Add on,IRDAN152RP0008V02201516/A0034V01201920,30-01-2020,IRDAN152RP0008V02201516A0034V01201920_GEN3377.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0034V01201920_GEN3377.pdf/d103b7c5-5ebc-e567-54fd-374aa5d7fe57?version=1.1&t=1668335270216&download=true
86,Non-Archived,GEN3384,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (PCV) - Medical Expenses due to Accident,Add on,IRDAN152RP0009V02201516/A0041V01201920,16-02-2020,IRDAN152RP0009V02201516A0041V01201920_GEN3384.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0009V02201516A0041V01201920_GEN3384.pdf/e7dcace6-874d-56c9-dca4-a790affc4615?version=1.1&t=1668336166163&download=true
86,Non-Archived,GEN3386,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Passenger Carrying Vehicle) – NCB Protect,Add on,IRDAN152RP0009V02201516/A0046V01201920,16-02-2020,IRDAN152RP0009V02201516A0046V01201920_GEN3386.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0009V02201516A0046V01201920_GEN3386.pdf/67c7371d-9d8d-b529-2f0f-5547308f7cdc?version=1.1&t=1668336403310&download=true
86,Non-Archived,GEN3385,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Passenger Carrying Vehicle) - Tyre Cover,Add on,IRDAN152RP0009V02201516/A0045V01201920,16-02-2020,IRDAN152RP0009V02201516A0045V01201920_GEN3385.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0009V02201516A0045V01201920_GEN3385.pdf/445f6b24-6746-4852-f263-9ff0b5b0dc16?version=1.1&t=1668336289610&download=true
86,Non-Archived,GEN3387,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Passenger Carrying Vehicle) - Additional PA Cover for Owner Driver,Add on,IRDAN152RP0009V02201516/A0047V01201920,16-02-2020,IRDAN152RP0009V02201516A0047V01201920_GEN3387.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0009V02201516A0047V01201920_GEN3387.pdf/0fa2e836-417c-4d23-f437-45dcc1add6ec?version=1.1&t=1668336524748&download=true
86,Non-Archived,GEN3378,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - NCB Protect,Add on,IRDAN152RP0008V02201516/A0035V01201920,30-01-2020,IRDAN152RP0008V02201516A0035V01201920_GEN3378.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0035V01201920_GEN3378.pdf/246a0b9a-bd75-5d5f-880f-bc40dae60de4?version=1.1&t=1668335350067&download=true
86,Non-Archived,GEN3381,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle) - EMI Protect,Add on,IRDAN152RP0008V02201516/A0038V01201920,30-01-2020,IRDAN152RP0008V02201516A0038V01201920_GEN3381.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0008V02201516A0038V01201920_GEN3381.pdf/61195db7-0549-0e9f-ff77-bd36b64f8280?version=1.1&t=1668335684768&download=true
87,Non-Archived,GEN3405,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Removal Of Debris (In Excess Of 1% Of The Claim Amount),Add on,IRDAN152RP0011V01201920/A0056V01201920,16-02-2020,IRDAN152RP0011V01201920A0056V01201920_GEN3405.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0056V01201920_GEN3405.pdf/50840d01-230d-72d8-e6c2-162d218ffd4d?version=1.1&t=1668338168180&download=true
87,Non-Archived,GEN3397,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Car Secure - Emergency Hotel and Taxi Expenses,Add on,IRDAN152RP0006V02201516/A0095V01201920,16-02-2020,IRDAN152RP0006V02201516A0095V01201920_GEN3397.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V02201516A0095V01201920_GEN3397.pdf/fa2ba1a6-e5f6-4000-21f9-f8bd72794011?version=1.1&t=1668337403326&download=true
87,Non-Archived,GEN3388,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Passenger Carrying Vehicle) - Additional PA cover for Passengers,Add on,IRDAN152RP0009V02201516/A0048V01201920,16-02-2020,IRDAN152RP0009V02201516A0048V01201920_GEN3388.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0009V02201516A0048V01201920_GEN3388.pdf/dd88d747-08c5-6c24-a707-28e257beaad9?version=1.1&t=1668336607022&download=true
87,Non-Archived,GEN3392,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Commercial Vehicle Secure (Passenger Carrying Vehicle) - Loss of Income,Add on,IRDAN152RP0009V02201516/A0052V01201920,16-02-2020,IRDAN152RP0009V02201516A0052V01201920_GEN3392.pdf,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0009V02201516A0052V01201920_GEN3392.pdf/aa498b9d-0378-b218-e214-863e4e4fde13?version=1.1&t=1668336961442&download=true
