Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,Product Name,UIN,Type Of Product,Date Of Launch/Effecting Modification,Date Of Closing / Withdrawal,Protection/ Savings/ Retirement,Par/Non-par,Individual/Group,Remarks,Download,document_link
13,Non-Archived,2020-21,Aditya Birla Sun Life Insurance Co. Ltd.,ABSLI Life Shield Plan,109N109V04,Non-ULIP,2020-10-1616-10-2020,----,Protection,Non-par,Individual,,109N109V04_2020-211.4 MB,https://irdai.gov.in/documents/37343/563751/109N109V04_2020-21.pdf/f9e4e062-cf21-5741-61b0-ced397100138?version=1.1&t=1667292160776&download=true
14,Non-Archived,2020-21,Future Generali India Life Insurance Co.Ltd,Future Generali Saral Jeevan Bima,133N087V01,Non-ULIP,2021-02-1717-02-2021,----,Protection,Non-Par,Individual,,FG_Saral_Jeevan_Bima_Policy_Document_133N087V01685 KB,https://irdai.gov.in/documents/37343/563751/FG_Saral_Jeevan_Bima_Policy_Document_133N087V01.pdf/9ece259d-0f6e-4d60-71e3-a555976de5b4?version=1.1&t=1667746341059&download=true
14,Non-Archived,2020-21,Exide Life Insurance Co. Ltd.,Exide Life Saral Jeevan Bima,114N117V01,Non-ULIP,2021-01-2929-01-2021,2019-09-1818-09-2019,Protection,Non-Par,Individual,Withdrawn,Exide Life Saral Jeevan Bima_PD_2020-21608 KB,https://irdai.gov.in/documents/37343/563751/Exide+Life+Saral+Jeevan+Bima_PD_2020-21.pdf/f635d875-96be-9ab4-1264-b87e1ce70bb8?version=1.1&t=1667799114459&download=true
14,Non-Archived,2020-21,HDFC Life Insurance Company Limited,HDFC Life Sanchay,101N097V10,Non-ULIP,2021-02-1919-02-2021,2021-07-2121-07-2021,Savings,Non Par,Individual,,Sanchay_PD_2020-21887 KB,https://irdai.gov.in/documents/37343/563751/Sanchay_PD_2020-21.pdf/9e96b0c4-98fb-442b-f2cc-48679d55e126?version=1.1&t=1667802910278&download=true
14,Non-Archived,2020-21,Edelweiss Tokio Life Insurance Co.Ltd,Edelweiss Tokio Life - Forever Pension,147N068V01,Non ULIP,2021-09-0303-09-2021,----,Retirement,Non-Par,Individual,,ETLI - Forever Pension_Policy Contract_2020-211.4 MB,https://irdai.gov.in/documents/37343/563751/ETLI+-+Forever+Pension_Policy+Contract_2020-21.pdf/c8f9d726-825d-9cfa-db81-0a8334a9ce77?version=1.1&t=1667714191591&download=true
14,Non-Archived,2020-21,Future Generali India Life Insurance Co.Ltd,Future Generali Saral Jeevan Bima,133N087V01,Non-ULIP,2021-02-1717-02-2021,----,Protection,Non-Par,Individual,,FG_Saral_Jeevan_Bima_Policy_Document_133N087V01_2020-21685 KB,https://irdai.gov.in/documents/37343/563751/FG_Saral_Jeevan_Bima_Policy_Document_133N087V01_2020-21.pdf/d6e785a0-5d6e-277e-a2c4-bf637e076b4b?version=1.1&t=1667746119736&download=true
14,Non-Archived,2020-21,Aditya Birla Sun Life Insurance Co. Ltd.,ABSLI Accidental Death Benefit Rider Plus,109A024V01,Non-ULIP,2020-07-2121-07-2020,----,Protection,Non-Par,Individual,Rider,ABSLI-Accidental-Death-Benefit-Rider-Plus-Policy Contract932 KB,https://irdai.gov.in/documents/37343/563751/ABSLI-Accidental-Death-Benefit-Rider-Plus-Policy+Contract.pdf/09d707a0-0fa4-cf59-94b5-54dc57ab2a96?version=1.2&t=1667291977601&download=true
14,Non-Archived,2020-21,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Life Smart Wealth Goal,116L164V01,ULIP,2020-10-0909-10-2020,----,Protection/Savings,Non-Par,Individual,Unit Linked Endowment Plan,swg-child-wealth-policydoc314 KB,https://irdai.gov.in/documents/37343/563751/swg-child-wealth-policydoc.pdf/977618c1-9609-afc7-c702-daa6bdf1d3ae?version=1.1&t=1667458306886&download=true
14,Non-Archived,2020-21,Bajaj Allianz Life Insurance Co. Ltd,Bajaj Allianz Life eTouch Online Term,116N140V04,Non-ULIP,2021-02-1616-02-2021,----,Protection,Non-Par,Individual,,etouch-onlineterm-pd367 KB,https://irdai.gov.in/documents/37343/563751/etouch-onlineterm-pd.pdf/3e8570cc-b790-adb7-7c62-80bea6829a9d?version=1.1&t=1667458398521&download=true
14,Non-Archived,2020-21,PNB MetLife India Insurance Co. Ltd,PNB MetLife Saral Jeevan Bima,117N128V01,Non-ULIP,2021-02-0909-02-2021,----,Protection,Non PAR,Individual,,Pnbmetlife Saral Jevan bima -PD_2020-21407 KB,https://irdai.gov.in/documents/37343/563751/Pnbmetlife+Saral+Jevan+bima+-PD_2020-21.pdf/ebdf92ed-711b-3eef-35c0-0228ce092d9b?version=1.1&t=1667560358254&download=true
14,Non-Archived,2020-21,Edelweiss Tokio Life Insurance Co.Ltd,Edelweiss Tokio Life - Saral Jeevan Bima,147N069V01,Non ULIP,2021-05-0101-05-2021,----,Protection,Non-Par,Individual,,ETLI - Saral Jeevan Bima_Policy Contract_2020-21855 KB,https://irdai.gov.in/documents/37343/563751/ETLI+-+Saral+Jeevan+Bima_Policy+Contract_2020-21.pdf/5eae0bbf-1446-5e98-4160-811d9ab51718?version=1.1&t=1667714291788&download=true
14,Non-Archived,2020-2021,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Group Sampoorna Jeevan Suraksha,116N166V01,Non-ULIP,2021-03-2525-03-2021,2024-09-2424-09-2024,Protection,Non PAR,Group,,Bajaj Allianz Life Group Sampoorna Jeevan Suraksha-UIN-116N166V01.pdf306 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Group+Sampoorna+Jeevan+Suraksha-UIN-116N166V01.pdf/80c3c601-9e64-3b22-4b22-6303c5e8f31b?version=1.0&t=1756207842809&download=true
14,Non-Archived,2020 - 21,Shriram Life Insurance Co. Ltd.,Shriram Life Smart Protection Plan SP,128N090V01,Non Linked,2020-11-2626-11-2020,2020-12-2020-12-2020,Protection,Non par,Individual,,"PD_Shriram Life Smart Protection Plan_2020 - 211,017 KB",https://irdai.gov.in/documents/37343/563751/PD_Shriram+Life+Smart+Protection+Plan_2020+-+21.pdf/67542a15-94ae-47e9-a5b0-b15f1180b28d?version=1.1&t=1667466841560&download=true
14,Non-Archived,2020-21,Exide Life Insurance Co. Ltd.,Exide Life New Immediate Annuity,114N113V01,Non-ULIP,2020-08-2020-08-2020,2019-09-1818-09-2019,Retirement,Non-Par,Individual,Withdrawn,Exide Life New Immediate Annuity TnC_2020-21402 KB,https://irdai.gov.in/documents/37343/563751/Exide+Life+New+Immediate+Annuity+TnC_2020-21.pdf/5c333e15-7d01-01af-34d7-073381ea2b52?version=1.1&t=1667799019707&download=true
14,Non-Archived,2019-20,Star Union Dai-ichi Life Insurance Co.Ltd,SUD Life Assured income Plan,142N045V03,Non-ULIP,2019-12-1616-12-2019,----,Savings,Non-Par,Individual,,Assured Income Pol doc 3.2_2019-20758 KB,https://irdai.gov.in/documents/37343/563751/Assured+Income+Pol+doc+3.2_2019-20.pdf/4672c25d-7c2c-c863-0b98-f8c25ba4374d?version=1.1&t=1667472356397&download=true
14,Non-Archived,2019-20,Star Union Dai-ichi Life Insurance Co.Ltd,Star Union Dai-ichi's Guaranteed Money Back Plan,142N036V03,Non-ULIP,2020-02-0101-02-2020,----,Savings,Non-Par,Individual,,Guaranteed Money Back Pol doc 3.2_2019-20519 KB,https://irdai.gov.in/documents/37343/563751/Guaranteed+Money+Back+Pol+doc+3.2_2019-20.pdf/1a6ac218-039b-5af7-185a-4b7c144cb53b?version=1.1&t=1667471854093&download=true
14,Non-Archived,2020 - 21,Shriram Life Insurance Co. Ltd.,"Corona Rakshak Policy, Shriram Life Insurance Company",128N073V01,Non Linked,2020-10-2222-10-2020,----,Protection,Non par,Individual,,Corona Rakshak Policy_SLIC_Policy_Document_V1_0_2020 - 21772 KB,https://irdai.gov.in/documents/37343/563751/Corona+Rakshak+Policy_SLIC_Policy_Document_V1_0_2020+-+21.pdf/6b01b80c-d80d-13f5-f960-800554fcf70e?version=1.1&t=1667466704863&download=true
